url,Beds,Baths,Square FT,Pricing,Address
https://rentals.ca/ottawa/116-boteler-street,3 ,1.5 ,1500 ,$2400,"116 Boteler Street - Ottawa, ON"
https://rentals.ca/ottawa/2001-carling-avenue,0 - 2 ,1 ,410 - 915 ,$1420 - $1869,"2001 Carling Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1971-st-laurent-blvd,1 - 2 ,1 ,538 - 781 ,$1611 - $1825,"1971 St. Laurent Blvd - Ottawa, ON"
https://rentals.ca/ottawa/220-266-livery-st-stittsville,2 ,1 ,N/A,$1840,"220-266 Livery St, Stittsville - Ottawa, ON"
https://rentals.ca/ottawa/50-laurier,1 - 2 ,1 - 2 ,735 - 1021 ,$2344 - $3381,"50 Laurier Avenue East - Ottawa, ON"
https://rentals.ca/ottawa/2861-baycrest-drive,1 ,1 ,640 - 697 ,$1309 - $1389,"2861 Baycrest Drive - Ottawa, ON"
https://rentals.ca/ottawa/2870-cedarwood-drive,1 - 3 ,1 - 2 ,571 - 1107 ,$1289 - $1799,"2870 Cedarwood Drive - Ottawa, ON"
https://rentals.ca/ottawa/46-flora-st,2 ,2 ,911 ,$2697,"46 Flora St - Ottawa, ON"
https://rentals.ca/ottawa/1140-wellington,1 - 2 ,1 - 2 ,617 - 1062 ,$2000 - $3400,"1140 Wellington St West - Ottawa, ON"
https://rentals.ca/ottawa/185-195-200-clearview-avenue,2 ,1.5 ,983 ,$2050,"185/195/200 Clearview Avenue - Ottawa, ON"
https://rentals.ca/ottawa/145-stewart-street,0 ,1 ,N/A,$1350,"145 Stewart Street - Ottawa, ON"
https://rentals.ca/ottawa/385-besserer-st,1 ,1 ,N/A,$1575,"385 Besserer St - Ottawa, ON"
https://rentals.ca/ottawa/10-burnside-ave,1 ,1 ,N/A,$1750,"10 Burnside Avenue - Ottawa, ON"
https://rentals.ca/ottawa/341-maclaren-st,0 ,1 ,N/A,$1500 - $1550,"341 MacLaren Street - Ottawa, ON"
https://rentals.ca/ottawa/335-maclaren-st,2 ,1 ,N/A,$2025 - $2050,"335 MacLaren Street - Ottawa, ON"
https://rentals.ca/ottawa/360-frank-st,1 - 2 ,1 ,N/A,$1999,"360 Frank Street - Ottawa, ON"
https://rentals.ca/ottawa/kenson-towers,2 ,1 ,1022 ,$2129,"235 Somerset Street West - Ottawa, ON"
https://rentals.ca/ottawa/350-montgomery-st-1,1 - 4 ,1 - 2 ,420 - 969 ,$1600 - $3000,"350 Montgomery St - Ottawa, ON"
https://rentals.ca/ottawa/1725-frobisher-lane,1 - 2 ,1 ,600 - 700 ,$1629 - $1749,"1725 Frobisher Lane - Ottawa, ON"
https://rentals.ca/ottawa/99-range-road,1 ,1 ,765 ,$2499,"99 Range Road - Ottawa, ON"
https://rentals.ca/ottawa/1300-1310-mcwatters-road,0 - 3 ,1 - 2 ,398 - 1153 ,$1399 - $2100,"1300/1310 McWatters Road - Ottawa, ON"
https://rentals.ca/ottawa/315-mcrae-avenue,1 - 2 ,1 - 2 ,559 - 855 ,$1805 - $2600,"315 McRae Avenue - Ottawa, ON"
https://rentals.ca/ottawa/175-curruthers-ave,0 - 2 ,1 - 2 ,469 - 1234 ,$1575 - $3775,"175 Carruthers Avenue, - Ottawa, ON"
https://rentals.ca/ottawa/1960-scott-street,2 ,2 ,864 - 963 ,$2595 - $2900,"1960 Scott, Street - Ottawa, ON"
https://rentals.ca/ottawa/192-second,1 ,1 ,800 ,$2200,"192 Second - Ottawa, ON"
https://rentals.ca/ottawa/1230-1240-emperor-ave,2 ,1 ,573 ,$1799,"1230-1240 Emperor Ave - Ottawa, ON"
https://rentals.ca/ottawa/1196-shillington-avenue,1 ,1 ,422 - 616 ,$1499 - $1599,"1196 Shillington Avenue - Ottawa, ON"
https://rentals.ca/ottawa/arbor-village-1030-1040-hollington-street,0 - 1 ,1 ,314 - 433 ,$1349 - $1549,"1030-1040 Hollington Street - Ottawa, ON"
https://rentals.ca/ottawa/47-49-somerset,2 ,1 ,756 ,$2199,"47 & 49 Somerset Street West - Ottawa, ON"
https://rentals.ca/ottawa/45-somerset,1 ,1 ,385 ,$1699,"45 Somerset St. W - Ottawa, ON"
https://rentals.ca/ottawa/425-elgin-street,1 ,1 ,483 ,$1649,"425 Elgin Street - Ottawa, ON"
https://rentals.ca/ottawa/149-maclaren-street,2 ,1 ,1110 ,$2499,"149 MacLaren Street - Ottawa, ON"
https://rentals.ca/ottawa/135-maclaren-street,1 ,1 ,628 ,$1699,"135 MacLaren Street - Ottawa, ON"
https://rentals.ca/ottawa/1-rosebery-avenue,1 ,1 ,609 ,$1699,"1 Rosebery Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1161-1171-wellington-st,1 - 2 ,1 ,557 - 719 ,$1479 - $1999,"1161-1171 Wellington St. - Ottawa, ON"
https://rentals.ca/ottawa/2851-baycrest-drive,1 ,1 ,658 ,$1329,"2851 Baycrest Drive - Ottawa, ON"
https://rentals.ca/nepean/8-timberline-private,3 ,1 ,N/A,$2315,"8 Timberline Private - Ottawa, ON"
https://rentals.ca/ottawa/169-lisgar-st,1 - 2 ,1 ,461 - 727 ,$3000 - $3600,"169 Lisgar St. - Ottawa, ON"
https://rentals.ca/ottawa/170-metcalfe-st,1 - 2 ,1 ,500 - 600 ,$2700 - $3300,"170 Metcalfe St - Ottawa, ON"
https://rentals.ca/ottawa/1309-carling-avenue,1 - 2 ,1 - 2 ,599 - 1075 ,$1900 - $3210,"1309 Carling Avenue - Ottawa, ON"
https://rentals.ca/ottawa/149-henderson-avenue-1b-c,6 ,3 ,N/A,$920,"149 Henderson Avenue - 1B-C - Ottawa, ON"
https://rentals.ca/ottawa/2025-2035-othello-avenue,1 ,1 ,600 ,$1469,"2025 & 2035 Othello Avenue - Ottawa, ON"
https://rentals.ca/ottawa/lord-halifax-place,1 ,1 ,675 ,$1900,"2220 & 2240 Halifax Drive - Ottawa, ON"
https://rentals.ca/ottawa/parkdale-apartments,1 ,1 ,400 ,$1189,"131 Parkdale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/2826-sandalwood-drive,0 - 2.5 ,1 - 2 ,444 - 1241 ,$1729 - $2559,"2826 Sandalwood Drive - Ottawa, ON"
https://rentals.ca/gloucester/650-woodcliffe-private-1,2 - 3 ,1 ,N/A,$1995 - $2435,"650 Woodcliffe Private - Ottawa, ON"
https://rentals.ca/ottawa/126-sparks-street,1 ,1 - 1.5 ,826 - 888 ,$2450 - $2800,"126 Sparks Street - Ottawa, ON"
https://rentals.ca/ottawa/58-sweetland-ave,1 ,1 ,N/A,$1700,"58 Sweetland Ave. - Ottawa, ON"
https://rentals.ca/ottawa/214-gloucester-st,1 ,1 ,N/A,$1600,"214 Gloucester St. - Ottawa, ON"
https://rentals.ca/ottawa/784-saint-laurent-boulevard-1,1 - 2 ,1 - 2 ,564 - 715 ,$1725 - $2050,"784 Saint Laurent Boulevard - Ottawa, ON"
https://rentals.ca/ottawa/1322-mcwatters-road,2 ,1 ,N/A,$1750,"1322 McWatters Road - Ottawa, ON"
https://rentals.ca/ottawa/149-henderson,6 ,3 ,N/A,$920,"149 Henderson - Ottawa, ON"
https://rentals.ca/ottawa/411-north-river-rd-1,1 - 2 ,1 - 1.5 ,N/A,$1875 - $3450,"411 North River Rd. - Ottawa, ON"
https://rentals.ca/ottawa/460-st-laurent-blvd,1 - 3 ,1 - 1.5 ,855 - 1108 ,$1740 - $2950,"460 St-Laurent blvd - Ottawa, ON"
https://rentals.ca/ottawa/60-stately-pvt,2 ,2 ,1070 - 1240 ,$2250 - $2525,"60 Stately Pvt - Ottawa, ON"
https://rentals.ca/ottawa/235-bay-street,1 ,1 ,564 ,$1500,"235 Bay Street - Ottawa, ON"
https://rentals.ca/gloucester/1749-aspenview-way-1,3 ,1 ,N/A,$2135,"1749 Aspenview Way - Ottawa, ON"
https://rentals.ca/ottawa/1755-frobisher-lane-1,1 - 3 ,1 - 2 ,N/A,$1607 - $2227,"1755 Frobisher Lane - Ottawa, ON"
https://rentals.ca/ottawa/55-sweetland-ave,0 ,1 ,N/A,$1300,"55 Sweetland Ave. - Ottawa, ON"
https://rentals.ca/ottawa/210-chapel-st,1 ,1 ,N/A,$1600,"210 Chapel St. - Ottawa, ON"
https://rentals.ca/ottawa/the-seigniory,0 - 3 ,1 - 2 ,470 - 1320 ,$1400 - $4000,"111 Wurtemburg Street - Ottawa, ON"
https://rentals.ca/ottawa/1541-lycee-place,1 - 3 ,1 ,N/A,$1424 - $2591,"1591 Lycee Place - Ottawa, ON"
https://rentals.ca/ottawa/160-ottawa-prestige-circle,1 - 2 ,1 - 2 ,701 - 1255 ,$1885 - $2450,"160 Ottawa Prestige Circle - Ottawa, ON"
https://rentals.ca/ottawa/161-presland-road,2 ,1 ,N/A,$1799,"161 Presland Road - Ottawa, ON"
https://rentals.ca/ottawa/305-rideau-st,1 - 4 ,1 - 2 ,N/A,$1075 - $2150,"305 Rideau St - Ottawa, ON"
https://rentals.ca/ottawa/130-maclaren-street,1 ,1 ,869 ,$1450,"130 Maclaren Street - Ottawa, ON"
https://rentals.ca/ottawa/190-lees-avenue-2,1 - 2 ,1 ,N/A,$1705 - $2289,"190 Lees Avenue - Ottawa, ON"
https://rentals.ca/gloucester/641-bathgate-drive,1 - 2 ,1.5 - 2 ,N/A,$3195 - $3395,"641 Bathgate Drive - Ottawa, ON"
https://rentals.ca/ottawa/111-cooper-street-7,0 - 2 ,1 - 2 ,336 - 770 ,$1230 - $1915,"111 Cooper Street - Ottawa, ON"
https://rentals.ca/ottawa/121-parkdale-ave,1 - 2 ,1 ,650 - 1000 ,$1620 - $2085,"121 Parkdale Ave - Ottawa, ON"
https://rentals.ca/ottawa/1090-kristin-way,0 - 1 ,1 ,351 - 555 ,$1275 - $1475,"1090 Kristin Way - Ottawa, ON"
https://rentals.ca/ottawa/7-florence-st,1 ,1 ,N/A,$1450,"7 Florence St. - Ottawa, ON"
https://rentals.ca/ottawa/409-queen-st,2 ,1 ,1150 ,$2100,"409 Queen St. - Ottawa, ON"
https://rentals.ca/ottawa/146-stewart-street,2 ,1 ,1062 ,$2039,"146 Stewart Street - Ottawa, ON"
https://rentals.ca/ottawa/richmond-park-square,3 ,1.5 ,1060 ,$1985,"1275/1285 Richmond Road - Ottawa, ON"
https://rentals.ca/ottawa/the-lamplighter,1 ,1 ,645 ,$1975,"40 The Driveway - Ottawa, ON"
https://rentals.ca/ottawa/1170-fisher-avenue,0 - 1 ,1 ,480 - 562 ,$1359 - $1479,"1170 Fisher Avenue - Ottawa, ON"
https://rentals.ca/ottawa/wentworth-arms,2 ,1 ,706 ,$1699,"525 Wentworth Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1316-carling-avenue,0 ,1 ,339 ,$1310,"1316 Carling Avenue - Ottawa, ON"
https://rentals.ca/ottawa/willowbrook-apartments,2 ,1 ,888 ,$1865,"100 Weeping Willow Lane - Ottawa, ON"
https://rentals.ca/ottawa/638-center-st,1 - 2 ,1 ,544 - 670 ,$1580 - $2065,"638 Center Street - Ottawa, ON"
https://rentals.ca/ottawa/400-montfort-street,2 ,1 ,N/A,$1895,"400 Montfort Street - Ottawa, ON"
https://rentals.ca/ottawa/151-greenbank-road,1 ,1 ,670 - 674 ,$1795 - $1820,"151 Greenbank Road - Ottawa, ON"
https://rentals.ca/ottawa/180-glen-avenue,3 ,2 ,N/A,$3200,"180 Glen Avenue - Ottawa, ON"
https://rentals.ca/ottawa/sorento-street,3 ,3 ,100 ,$700,"Sorento Street - Ottawa, ON"
https://rentals.ca/ottawa/49-glenridge-road,3 ,1 ,1000 ,$2700,"49 Glenridge Road - Ottawa, ON"
https://rentals.ca/ottawa/288-altha-avenue,2 ,1 ,900 ,$1850,"288 Altha Avenue - Ottawa, ON"
https://rentals.ca/ottawa/346-daly-avenue,2 ,1 ,1000 ,$1850,"346 Daly Avenue - Ottawa, ON"
https://rentals.ca/ottawa/152-york-street,1 ,1 ,700 ,$2250,"152 York Street - Ottawa, ON"
https://rentals.ca/ottawa/527-bryce-place,5 ,3 ,3000 ,$3100,"527 Bryce Place - Ottawa, ON"
https://rentals.ca/ottawa/124-forestbrook-street,3 ,2.5 ,1900 ,$2300,"124 Forestbrook Street - Ottawa, ON"
https://rentals.ca/ottawa/252-appalachian-cir,4 ,3 ,2800 ,$2900,"252 Appalachian Cir - Ottawa, ON"
https://rentals.ca/ottawa/2409-page-road,3 ,2 ,4400 ,$2500,"2409 Pagé Road - Ottawa, ON"
https://rentals.ca/ottawa/749-sherbourne-road,1 ,1 ,N/A,$1680,"749 Sherbourne Road - Ottawa, ON"
https://rentals.ca/ottawa/41-arlington-avenue,1 ,2 ,100 ,$745,"41 Arlington Avenue - Ottawa, ON"
https://rentals.ca/ottawa/560-rideau-street-4,2 ,2 ,N/A,$3300,"560 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/195-russell-avenue,3 ,1 ,1 ,$1950,"195 Russell Avenue - Ottawa, ON"
https://rentals.ca/ottawa/736-cooper-street,0.5 ,0.5 ,N/A,$2100,"736 Cooper Street - Ottawa, ON"
https://rentals.ca/ottawa/117-daly-avenue,1 ,1 ,550 ,$1495,"117 Daly Avenue - Ottawa, ON"
https://rentals.ca/ottawa/560-rideau-street-3,0.5 ,0.5 ,N/A,$2500,"560 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/26-edgeware-drive,3.5 ,2.5 ,2400 ,$2495,"26 Edgeware Drive - Ottawa, ON"
https://rentals.ca/ottawa/242-rideau-street,1 ,1 ,900 ,$2050,"242 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/1380-prince-of-wales-drive-1,3 ,2 ,1300 ,$950,"1380 Prince of Wales Drive - Ottawa, ON"
https://rentals.ca/ottawa/8-cleadon-drive,3 ,2.5 ,N/A,$2750,"8 Cleadon Drive - Ottawa, ON"
https://rentals.ca/ottawa/115-carruthers-avenue-1,0 ,1 ,200 ,$1250,"115 Carruthers Avenue - Ottawa, ON"
https://rentals.ca/ottawa/290-anyolite-private,2 ,2.5 ,1250 ,$2150,"290 Anyolite Private - Ottawa, ON"
https://rentals.ca/ottawa/104-gilmour-street,2 ,1 ,800 ,$1950,"104 Gilmour Street - Ottawa, ON"
https://rentals.ca/ottawa/arbordale-crescent-1,3.5 ,3 ,1800 ,$2400,"Arbordale Crescent - Ottawa, ON"
https://rentals.ca/ottawa/248-guigues-avenue,2 ,1 ,800 ,$1400,"248 Guigues Avenue - Ottawa, ON"
https://rentals.ca/ottawa/222-guigues-avenue,1 ,1 ,555 ,$1750,"222 Guigues Avenue - Ottawa, ON"
https://rentals.ca/ottawa/527-broadhead-avenue,4 ,3.5 ,3000 ,$4990,"527 Broadhead Avenue - Ottawa, ON"
https://rentals.ca/ottawa/114-russell-avenue-1,1 ,1 ,N/A,$950,"114 Russell Avenue - Ottawa, ON"
https://rentals.ca/ottawa/560-rideau-street-2,1 ,1 ,600 ,$2200,"560 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/335-applecross-crescent,3 ,2.5 ,1750 ,$2350,"335 Applecross Crescent - Ottawa, ON"
https://rentals.ca/ottawa/336-joffre-belanger-way,3 ,1 ,1040 ,$2300,"336 Joffre-Bélanger Way - Ottawa, ON"
https://rentals.ca/ottawa/218-viewmount-drive-1,1 ,1 ,600 ,$1590,"218 Viewmount Drive - Ottawa, ON"
https://rentals.ca/ottawa/1-birchwood-drive-1,3 ,1 ,1200 ,$2500,"1 Birchwood Drive - Ottawa, ON"
https://rentals.ca/ottawa/cyrville-road,2 ,2 ,900 ,$2250,"Cyrville Road - Ottawa, ON"
https://rentals.ca/ottawa/24-elterwater-avenue,3 ,1 ,N/A,$2750,"24 Elterwater Avenue - Ottawa, ON"
https://rentals.ca/ottawa/370-dominion-avenue,2 ,2 ,N/A,$2400,"370 Dominion Avenue - Ottawa, ON"
https://rentals.ca/ottawa/950-cobble-hill-drive,3 ,2.5 ,N/A,$2395,"950 Cobble Hill Drive - Ottawa, ON"
https://rentals.ca/ottawa/2078-navaho-drive,4 ,1 ,N/A,$750,"2078 Navaho Drive - Ottawa, ON"
https://rentals.ca/ottawa/179-metcalfe-street-1,2 ,2 ,890 ,$2900,"179 Metcalfe Street - Ottawa, ON"
https://rentals.ca/ottawa/788-cummings-avenue,3.5 ,2 ,N/A,$2300,"788 Cummings Avenue - Ottawa, ON"
https://rentals.ca/ottawa/752-cummings-avenue,2 ,1 ,750 ,$1800,"752 Cummings Avenue - Ottawa, ON"
https://rentals.ca/ottawa/120-prestige-circle,2 ,2 ,N/A,$2150,"120 Prestige Circle - Ottawa, ON"
https://rentals.ca/ottawa/1277-woodroffe-avenue,3 ,1 ,1200 ,$2550,"1277 Woodroffe Avenue - Ottawa, ON"
https://rentals.ca/ottawa/2421-baseline-road,2 ,1 ,800 ,$1975,"2421 Baseline Road - Ottawa, ON"
https://rentals.ca/ottawa/1245-cobden-road,2 ,1 ,900 ,$1350,"1245 Cobden Road - Ottawa, ON"
https://rentals.ca/ottawa/58-stevenson-avenue-3,1 ,1 ,975 ,$1695,"58 Stevenson Avenue - Ottawa, ON"
https://rentals.ca/ottawa/931-bank-street,1 ,1 ,500 ,$1600,"931 Bank Street - Ottawa, ON"
https://rentals.ca/ottawa/407-fireweed-trail,4 ,2.5 ,N/A,$1,"407 Fireweed Trail - Ottawa, ON"
https://rentals.ca/ottawa/730-regiment-avenue-1,3 ,2.5 ,2145 ,$2275,"730 Regiment Avenue - Ottawa, ON"
https://rentals.ca/ottawa/730-regiment-avenue,3 ,2.5 ,2145 ,$2275,"730 Regiment Avenue - Ottawa, ON"
https://rentals.ca/ottawa/152-stedman-street,2.5 ,1.5 ,1800 ,$2200,"152 Stedman Street - Ottawa, ON"
https://rentals.ca/ottawa/205-crichton-street,2 ,2 ,1000 ,$2950,"205 Crichton Street - Ottawa, ON"
https://rentals.ca/ottawa/90-willow-street,1 ,1 ,600 ,$1700,"90 Willow Street - Ottawa, ON"
https://rentals.ca/ottawa/328-livery-street,2 ,2 ,835 ,$2095,"328 Livery Street - Ottawa, ON"
https://rentals.ca/ottawa/506-burleigh-private,3 ,2.5 ,2000 ,$2650,"506 Burleigh Private - Ottawa, ON"
https://rentals.ca/ottawa/120-marquette-avenue,2 ,1 ,N/A,$1725,"120 Marquette Avenue - Ottawa, ON"
https://rentals.ca/ottawa/fireside-crescent,5 ,3.5 ,2500 ,$3199,"Fireside Crescent - Ottawa, ON"
https://rentals.ca/ottawa/770-brookfield-road-2,1 ,1 ,N/A,$1300,"770 Brookfield Road - Ottawa, ON"
https://rentals.ca/ottawa/207-citiplace-drive,2.5 ,2 ,1180 ,$2300,"207 Citiplace Drive - Ottawa, ON"
https://rentals.ca/ottawa/sherbourne-road,2 ,1 ,900 ,$1950,"Sherbourne Road - Ottawa, ON"
https://rentals.ca/ottawa/900-dynes-road,1 ,1 ,875 ,$925,"900 Dynes Road - Ottawa, ON"
https://rentals.ca/ottawa/214-manchester-avenue,3 ,2 ,1300 ,$2950,"214 Manchester Avenue - Ottawa, ON"
https://rentals.ca/ottawa/305-rideau-street,1 ,1 ,883 ,$1075,"305 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/121-donald-street,3 ,0 ,1100 ,$2300,"121 Donald Street - Ottawa, ON"
https://rentals.ca/ottawa/80-jaguar-private,2 ,2 ,1100 ,$2200,"80 Jaguar Private - Ottawa, ON"
https://rentals.ca/ottawa/857-borthwick-avenue,3 ,2 ,1600 ,$2300,"857 Borthwick Avenue - Ottawa, ON"
https://rentals.ca/ottawa/marlborough-avenue,1 ,1 ,N/A,$1600,"Marlborough Avenue - Ottawa, ON"
https://rentals.ca/ottawa/176-rideau-street,2 ,1 ,800 ,$2500,"176 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/555-recolte-private-1,1.5 - 2 ,1 - 2 ,716 - 812 ,$1957 - $2187,"555 Recolte Private - Ottawa, ON"
https://rentals.ca/ottawa/555-recolte-private-2,1.5 - 2 ,1 - 2 ,716 - 812 ,$1957 - $2187,"555 Recolte Private - Ottawa, ON"
https://rentals.ca/ottawa/champlain-avenue,2 ,1 ,750 ,$1750,"Champlain Avenue - Ottawa, ON"
https://rentals.ca/ottawa/180-york-street-1,1 ,1 ,555 ,$1750,"180 York Street - Ottawa, ON"
https://rentals.ca/ottawa/376-lisgar-street-1,3 ,2 ,883 ,$3200,"376 Lisgar Street - Ottawa, ON"
https://rentals.ca/ottawa/320-miwate-pvt-3,1 ,1 ,620 ,$2600,"320 Miwàte pvt - Ottawa, ON"
https://rentals.ca/ottawa/edgeworth-avenue,1 ,1 ,800 ,$1830,"Edgeworth Avenue - Ottawa, ON"
https://rentals.ca/ottawa/46-laxford-drive-1,4 ,2.5 ,2900 ,$3200,"46 Laxford Drive - Ottawa, ON"
https://rentals.ca/ottawa/171-hickstead-way,0 ,0 ,3000 ,$3300,"171 Hickstead Way - Ottawa, ON"
https://rentals.ca/ottawa/255-bay-street-6,1.5 ,1 ,658 ,$1950,"255 Bay Street - Ottawa, ON"
https://rentals.ca/ottawa/653-longfields-drive,2 ,1.5 ,N/A,$1900,"653 Longfields Drive - Ottawa, ON"
https://rentals.ca/ottawa/24-elterwater-avenue-1,2 ,1 ,N/A,$2100,"24 Elterwater Avenue - Ottawa, ON"
https://rentals.ca/ottawa/250-besserer-street,1 ,1 ,N/A,$1825,"250 Besserer Street - Ottawa, ON"
https://rentals.ca/ottawa/106-king-edward-avenue-2,1 ,1 ,450 ,$1505,"106 King Edward Avenue - Ottawa, ON"
https://rentals.ca/ottawa/2632-hickson-crescent-1,3 ,1 ,1100 ,$2000,"2632 Hickson Crescent - Ottawa, ON"
https://rentals.ca/ottawa/1534-briarfield-crescent,3 ,2.5 ,1800 ,$2250,"1534 Briarfield Crescent - Ottawa, ON"
https://rentals.ca/ottawa/300-meilleur-private-1,2 ,2 ,1150 ,$2350,"300 Meilleur Private - Ottawa, ON"
https://rentals.ca/ottawa/280-laurier-avenue-east-1,1 ,1 ,130 ,$1925,"280 Laurier Avenue East - Ottawa, ON"
https://rentals.ca/ottawa/538-via-campanale-avenue,2 ,1.5 ,1116 ,$1800,"538 Via Campanale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/2462-kaladar-avenue,5 ,3 ,1800 ,$3375,"2462 Kaladar Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1279-livingstone-avenue,3 ,2 ,1650 ,$2850,"1279 Livingstone Avenue - Ottawa, ON"
https://rentals.ca/ottawa/105-champagne-avenue-south-2,1 ,1 ,N/A,$1350,"105 Champagne Avenue South - Ottawa, ON"
https://rentals.ca/ottawa/406-daly-avenue-2,2 ,2 ,1000 ,$2200,"406 Daly Avenue - Ottawa, ON"
https://rentals.ca/ottawa/406-daly-avenue-1,2 ,2 ,1000 ,$2200,"406 Daly Avenue - Ottawa, ON"
https://rentals.ca/ottawa/jolliet-avenue-1,2 ,1 ,950 ,$2525,"Jolliet Avenue - Ottawa, ON"
https://rentals.ca/ottawa/344-daly-avenue,3 ,1 ,1000 ,$2000,"344 Daly Avenue - Ottawa, ON"
https://rentals.ca/ottawa/250-mcelroy-drive,2 ,1 ,1050 ,$1800,"250 McElroy Drive - Ottawa, ON"
https://rentals.ca/ottawa/176-lacroix-avenue,4 ,2 ,1500 ,$2100,"176 Lacroix Avenue - Ottawa, ON"
https://rentals.ca/ottawa/154-nelson-street,1 ,1 ,N/A,$2100,"154 Nelson Street - Ottawa, ON"
https://rentals.ca/ottawa/2285-stonehenge-crescent,3 ,1.5 ,1200 ,$2425,"2285 Stonehenge Crescent - Ottawa, ON"
https://rentals.ca/ottawa/440-roosevelt-avenue-1,1 ,1 ,700 ,$1850,"440 Roosevelt Avenue - Ottawa, ON"
https://rentals.ca/ottawa/854-bank-street-2,2 ,1 ,710 ,$2600,"854 Bank Street - Ottawa, ON"
https://rentals.ca/ottawa/106-donald-street,3 ,2 ,1300 ,$3000,"106 Donald Street - Ottawa, ON"
https://rentals.ca/ottawa/158-clarendon-avenue,2 ,1 ,850 ,$2100,"158 Clarendon Avenue - Ottawa, ON"
https://rentals.ca/ottawa/263-saint-andrew-street,2 ,1 ,750 ,$1595,"263 Saint Andrew Street - Ottawa, ON"
https://rentals.ca/ottawa/21-champlain-avenue,2 ,1 ,1000 ,$1900,"21 Champlain Avenue - Ottawa, ON"
https://rentals.ca/ottawa/162-glen-avenue,1 ,1 ,N/A,$1350,"162 Glen Avenue - Ottawa, ON"
https://rentals.ca/ottawa/530-pimiwidon-street,3 ,2 ,1450 ,$3700,"530 Pimiwidon Street - Ottawa, ON"
https://rentals.ca/ottawa/530-pimiwidon-street-1,2 ,2 ,1053 ,$2800,"530 Pimiwidon Street - Ottawa, ON"
https://rentals.ca/ottawa/2887-haughton-avenue,4 ,2 ,1440 ,$2500,"2887 Haughton Avenue - Ottawa, ON"
https://rentals.ca/ottawa/545-rideau-street,1 ,1 ,700 ,$1650,"545 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/761-bank-street,2 ,1 ,800 ,$2650,"761 Bank Street - Ottawa, ON"
https://rentals.ca/ottawa/1380-prince-of-wales-drive,2 ,1 ,N/A,$1900,"1380 Prince of Wales Drive - Ottawa, ON"
https://rentals.ca/ottawa/20-stevens-avenue,3 ,2 ,1000 ,$2999,"20 Stevens Avenue - Ottawa, ON"
https://rentals.ca/ottawa/184-second-avenue-1,1 ,1 ,700 ,$1750,"184 Second Avenue - Ottawa, ON"
https://rentals.ca/ottawa/999-merivale-road-1,2 ,1 ,989 ,$2244,"999 Merivale Road - Ottawa, ON"
https://rentals.ca/ottawa/849-antonio-farley-street,5 ,4.5 ,3610 ,$3300,"849 Antonio Farley Street - Ottawa, ON"
https://rentals.ca/ottawa/24-chapleau-avenue-1,1 ,1 ,900 ,$900,"24 Chapleau Avenue - Ottawa, ON"
https://rentals.ca/ottawa/350-fifth-avenue-2,3 ,1 ,800 ,$2500,"350 Fifth Avenue - Ottawa, ON"
https://rentals.ca/ottawa/350-fifth-avenue,3 ,1 ,800 ,$2500,"350 Fifth Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1129-rockingham-avenue,2 ,3 ,N/A,$2950,"1129 Rockingham Avenue - Ottawa, ON"
https://rentals.ca/ottawa/560-rideau-street-1,1 ,1 ,560 ,$1900,"560 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/659-sue-holloway-drive,2 ,2 ,1326 ,$2400,"659 Sue Holloway Drive - Ottawa, ON"
https://rentals.ca/ottawa/179-george-street,2 ,1 ,N/A,$2700,"179 George Street - Ottawa, ON"
https://rentals.ca/ottawa/1186-checkers-road,3 ,1 ,1000 ,$1995,"1186 Checkers Road - Ottawa, ON"
https://rentals.ca/ottawa/2170-bel-air-drive,3 ,1 ,1000 ,$2460,"2170 Bel-Air Drive - Ottawa, ON"
https://rentals.ca/ottawa/2160-lambeth-walk,1 ,2.5 ,N/A,$720,"2160 Lambeth Walk - Ottawa, ON"
https://rentals.ca/ottawa/937-shimmerton-circle,4 ,2.5 ,2000 ,$2800,"937 Shimmerton Circle - Ottawa, ON"
https://rentals.ca/ottawa/67-chestnut-street,3 ,2.5 ,1300 ,$3000,"67 Chestnut Street - Ottawa, ON"
https://rentals.ca/ottawa/429-richardson-avenue,3 ,2 ,1200 ,$2700,"429 Richardson Avenue - Ottawa, ON"
https://rentals.ca/ottawa/90-cameron-avenue,3 ,2 ,N/A,$3400,"90 Cameron Avenue - Ottawa, ON"
https://rentals.ca/ottawa/303-grackle-street,3 ,2.5 ,1590 ,$4800,"303 Grackle Street - Ottawa, ON"
https://rentals.ca/ottawa/2393-goldhawk-drive,3 ,2.5 ,2125 ,$2450,"2393 Goldhawk Drive - Ottawa, ON"
